folder,problem,file,ok,errortype,msg,actual
V2/,Ericson2022figure4,Ericson2022figure4_8,False,import error,error importing source code Ericson2022figure4_8,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2022figure4/Ericson2022figure4_8.py', 2, 1, 'if vacation:\n', 2, 3)), <traceback object at 0x10164d240>)"
V2/,Ericson2022figure4,Ericson2022figure4_9,False,import error,error importing source code Ericson2022figure4_9,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2022figure4/Ericson2022figure4_9.py', 2, 1, 'if vacation:\n', 2, 3)), <traceback object at 0x10163fe00>)"
V2/,Ericson2022figure4,Ericson2022figure4_10,False,import error,error importing source code Ericson2022figure4_10,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2022figure4/Ericson2022figure4_10.py', 2, 1, 'if vacation:\n', 2, 3)), <traceback object at 0x10164d280>)"
V2/,Ericson2022figure4,Ericson2022figure4_12,False,import error,error importing source code Ericson2022figure4_12,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2022figure4/Ericson2022figure4_12.py', 2, 1, 'if day == 0 or day == 6:\n', 2, 3)), <traceback object at 0x10164d600>)"
V2/,Ericson2022figure4,Ericson2022figure4_13,False,import error,error importing source code Ericson2022figure4_13,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2022figure4/Ericson2022figure4_13.py', 2, 1, 'if vacation:\n', 2, 3)), <traceback object at 0x10164d340>)"
V2/,Ericson2022figure4,Ericson2022figure4_16,False,import error,error importing source code Ericson2022figure4_16,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2022figure4/Ericson2022figure4_16.py', 2, 1, 'if vacation:\n', 2, 3)), <traceback object at 0x10164db00>)"
V2/,Ericson2022figure4,Ericson2022figure4_17,False,import error,error importing source code Ericson2022figure4_17,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2022figure4/Ericson2022figure4_17.py', 2, 1, 'if vacation:\n', 2, 3)), <traceback object at 0x10164d340>)"
V2/,Ericson2022figure8,Ericson2022figure8_12,False,import error,error importing source code Ericson2022figure8_12,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Ericson2022figure8/Ericson2022figure8_12.py', 2, 1, 'if len(numList) == 0:\n', 2, 3)), <traceback object at 0x1029b9540>)"
V2/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_0,False,runtime error,error running Haynes_Magyar2022figure2_0,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x1045ffa00>)"
V2/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_1,False,import error,error importing source code Haynes_Magyar2022figure2_1,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Haynes_Magyar2022figure2/Haynes_Magyar2022figure2_1.py', 2, 1, 'for i in range (len(nums)-1):\n', 2, 4)), <traceback object at 0x1045ffa80>)"
V2/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_2,False,import error,error importing source code Haynes_Magyar2022figure2_2,"(<class 'IndentationError'>, IndentationError(""expected an indented block after 'for' statement on line 1"", ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Haynes_Magyar2022figure2/Haynes_Magyar2022figure2_2.py', 2, 1, 'if nums[i] == 2 and nums[i+1] == 2:\n', 2, 3)), <traceback object at 0x1045ff880>)"
V2/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_4,False,runtime error,error running Haynes_Magyar2022figure2_4,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x1045ffec0>)"
V2/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_5,False,import error,error importing source code Haynes_Magyar2022figure2_5,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Haynes_Magyar2022figure2/Haynes_Magyar2022figure2_5.py', 2, 1, 'for i in range (len(nums)-1):\n', 2, 4)), <traceback object at 0x104610100>)"
V2/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_6,False,import error,error importing source code Haynes_Magyar2022figure2_6,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Haynes_Magyar2022figure2/Haynes_Magyar2022figure2_6.py', 2, 1, 'for i in range (len(nums)-1):\n', 2, 4)), <traceback object at 0x1045ffe80>)"
V2/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_9,False,import error,error importing source code Haynes_Magyar2022figure2_9,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Haynes_Magyar2022figure2/Haynes_Magyar2022figure2_9.py', 2, 1, 'for i in range (len(nums)-1):\n', 2, 4)), <traceback object at 0x104610140>)"
V2/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_10,False,runtime error,error running Haynes_Magyar2022figure2_10,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x104610840>)"
V2/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_11,False,runtime error,error running Haynes_Magyar2022figure2_11,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x104610780>)"
V2/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_12,False,runtime error,error running Haynes_Magyar2022figure2_12,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x104610840>)"
V2/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_13,False,import error,error importing source code Haynes_Magyar2022figure2_13,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Haynes_Magyar2022figure2/Haynes_Magyar2022figure2_13.py', 2, 1, 'for i in range (len(nums)-1):\n', 2, 4)), <traceback object at 0x104610700>)"
V2/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_14,False,import error,error importing source code Haynes_Magyar2022figure2_14,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Haynes_Magyar2022figure2/Haynes_Magyar2022figure2_14.py', 2, 1, 'for i in range (len(nums)-1):\n', 2, 4)), <traceback object at 0x104610840>)"
V2/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_16,False,import error,error importing source code Haynes_Magyar2022figure2_16,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Haynes_Magyar2022figure2/Haynes_Magyar2022figure2_16.py', 2, 1, 'for i in range (len(nums)-1):\n', 2, 4)), <traceback object at 0x104610a00>)"
V2/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_17,False,import error,error importing source code Haynes_Magyar2022figure2_17,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Haynes_Magyar2022figure2/Haynes_Magyar2022figure2_17.py', 2, 1, 'for i in range (len(nums)-1):\n', 2, 4)), <traceback object at 0x104610f80>)"
V2/,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_19,False,import error,error importing source code Haynes_Magyar2022figure2_19,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Haynes_Magyar2022figure2/Haynes_Magyar2022figure2_19.py', 2, 1, 'for i in range (len(nums)-1):\n', 2, 4)), <traceback object at 0x104611000>)"
V2/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_1,False,import error,error importing source code Haynes_Magyar2022figure4_1,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_1.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x102928600>)"
V2/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_2,False,import error,error importing source code Haynes_Magyar2022figure4_2,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_2.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x1029289c0>)"
V2/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_4,False,import error,error importing source code Haynes_Magyar2022figure4_4,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_4.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x102928ec0>)"
V2/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_8,False,import error,error importing source code Haynes_Magyar2022figure4_8,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_8.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x102929480>)"
V2/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_12,False,import error,error importing source code Haynes_Magyar2022figure4_12,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_12.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x102929a40>)"
V2/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_15,False,import error,error importing source code Haynes_Magyar2022figure4_15,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_15.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x102929e80>)"
V2/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_17,False,import error,error importing source code Haynes_Magyar2022figure4_17,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_17.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x102929ec0>)"
V2/,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_19,False,import error,error importing source code Haynes_Magyar2022figure4_19,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_19.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x10292a100>)"
V2/,Hou2022figure2,Hou2022figure2_1,False,import error,error importing source code Hou2022figure2_1,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Hou2022figure2/Hou2022figure2_1.py', 2, 1, 'new_list = []\n', 2, 9)), <traceback object at 0x103374600>)"
V2/,Hou2022figure2,Hou2022figure2_6,False,import error,error importing source code Hou2022figure2_6,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Hou2022figure2/Hou2022figure2_6.py', 2, 1, 'new_list = []\n', 2, 9)), <traceback object at 0x103375580>)"
V2/,Hou2022figure2,Hou2022figure2_8,False,import error,error importing source code Hou2022figure2_8,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Hou2022figure2/Hou2022figure2_8.py', 2, 1, 'new_list = []\n', 2, 9)), <traceback object at 0x1033755c0>)"
V2/,Hou2022figure2,Hou2022figure2_13,False,import error,error importing source code Hou2022figure2_13,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Hou2022figure2/Hou2022figure2_13.py', 2, 1, 'new_list = []\n', 2, 9)), <traceback object at 0x103375f40>)"
V2/,Karavirta2012Figure3,Karavirta2012Figure3_0,False,runtime error,error running Karavirta2012Figure3_0,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10177bc40>)"
V2/,Karavirta2012Figure3,Karavirta2012Figure3_2,False,runtime error,error running Karavirta2012Figure3_2,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x101788380>)"
V2/,Karavirta2012Figure3,Karavirta2012Figure3_4,False,import error,error importing source code Karavirta2012Figure3_4,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Karavirta2012Figure3/Karavirta2012Figure3_4.py', 2, 1, 'if len(alist) > 0:\n', 2, 3)), <traceback object at 0x101788940>)"
V2/,Karavirta2012Figure3,Karavirta2012Figure3_7,False,runtime error,error running Karavirta2012Figure3_7,"(<class 'UnboundLocalError'>, UnboundLocalError(""local variable 'curmax' referenced before assignment""), <traceback object at 0x101788d80>)"
V2/,Karavirta2012Figure3,Karavirta2012Figure3_10,False,runtime error,error running Karavirta2012Figure3_10,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x101789380>)"
V2/,Karavirta2012Figure3,Karavirta2012Figure3_11,False,import error,error importing source code Karavirta2012Figure3_11,"(<class 'NameError'>, NameError(""name 'alist' is not defined""), <traceback object at 0x101788d40>)"
V2/,Karavirta2012Figure3,Karavirta2012Figure3_15,False,import error,error importing source code Karavirta2012Figure3_15,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Karavirta2012Figure3/Karavirta2012Figure3_15.py', 2, 1, 'curmax=alist[0]\n', 2, 7)), <traceback object at 0x101789cc0>)"
V2/,Karavirta2012Figure3,Karavirta2012Figure3_17,False,import error,error importing source code Karavirta2012Figure3_17,"(<class 'NameError'>, NameError(""name 'alist' is not defined""), <traceback object at 0x101789d40>)"
V2/,Karavirta2012Figure3,Karavirta2012Figure3_19,False,runtime error,error running Karavirta2012Figure3_19,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x10178a2c0>)"
V2/,Weinmann2021figure1,Weinmann2021figure1_2,False,import error,error importing source code Weinmann2021figure1_2,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Weinmann2021figure1/Weinmann2021figure1_2.py', 2, 1, 'for index in range (len(li)-1,-1,-1):\n', 2, 4)), <traceback object at 0x102fb9540>)"
V2/,Weinmann2021figure1,Weinmann2021figure1_3,False,import error,error importing source code Weinmann2021figure1_3,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Weinmann2021figure1/Weinmann2021figure1_3.py', 2, 1, 'for index in range (len(li)-1,-1,-1):\n', 2, 4)), <traceback object at 0x102fb9700>)"
V2/,Weinmann2021figure1,Weinmann2021figure1_16,False,import error,error importing source code Weinmann2021figure1_16,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Weinmann2021figure1/Weinmann2021figure1_16.py', 2, 1, 'for index in range (len(li)-1,-1,-1):\n', 2, 4)), <traceback object at 0x102fbac40>)"
V2/,Weinmann2021figure1,Weinmann2021figure1_18,False,import error,error importing source code Weinmann2021figure1_18,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V2/Weinmann2021figure1/Weinmann2021figure1_18.py', 2, 1, 'for index in range (len(li)-1,-1,-1):\n', 2, 4)), <traceback object at 0x102fbaf00>)"
V3/,Ericson2017figure1,Ericson2017figure1_3,False,runtime error,error running Ericson2017figure1_3,"(<class 'NameError'>, NameError(""name 'numList' is not defined""), <traceback object at 0x100c844c0>)"
V3/,Ericson2017figure1,Ericson2017figure1_5,False,runtime error,error running Ericson2017figure1_5,"(<class 'NameError'>, NameError(""name 'numList' is not defined""), <traceback object at 0x100c84a00>)"
V3/,Ericson2017figure1,Ericson2017figure1_7,False,runtime error,error running Ericson2017figure1_7,"(<class 'NameError'>, NameError(""name 'numList' is not defined""), <traceback object at 0x100c84dc0>)"
V3/,Ericson2017figure1,Ericson2017figure1_11,False,runtime error,error running Ericson2017figure1_11,"(<class 'NameError'>, NameError(""name 'numList' is not defined""), <traceback object at 0x100c85580>)"
V3/,Ericson2017figure1,Ericson2017figure1_12,False,runtime error,error running Ericson2017figure1_12,"(<class 'NameError'>, NameError(""name 'numList' is not defined""), <traceback object at 0x100c84300>)"
V3/,Ericson2017figure4,Ericson2017figure4_0,False,runtime error,error running Ericson2017figure4_0,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104e13b00>)"
V3/,Ericson2017figure4,Ericson2017figure4_1,False,runtime error,error running Ericson2017figure4_1,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104e13cc0>)"
V3/,Ericson2017figure4,Ericson2017figure4_2,False,runtime error,error running Ericson2017figure4_2,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104e13a80>)"
V3/,Ericson2017figure4,Ericson2017figure4_3,False,runtime error,error running Ericson2017figure4_3,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104e13c40>)"
V3/,Ericson2017figure4,Ericson2017figure4_4,False,runtime error,error running Ericson2017figure4_4,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104e13b00>)"
V3/,Ericson2017figure4,Ericson2017figure4_5,False,runtime error,error running Ericson2017figure4_5,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104e20040>)"
V3/,Ericson2017figure4,Ericson2017figure4_6,False,runtime error,error running Ericson2017figure4_6,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104e20200>)"
V3/,Ericson2017figure4,Ericson2017figure4_7,False,import error,error importing source code Ericson2017figure4_7,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2017figure4/Ericson2017figure4_7.py', 2, 1, 'sum = 0\n', 2, 4)), <traceback object at 0x104e20040>)"
V3/,Ericson2017figure4,Ericson2017figure4_8,False,import error,error importing source code Ericson2017figure4_8,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2017figure4/Ericson2017figure4_8.py', 2, 1, 'sum = 0\n', 2, 4)), <traceback object at 0x104e13f40>)"
V3/,Ericson2017figure4,Ericson2017figure4_9,False,runtime error,error running Ericson2017figure4_9,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104e206c0>)"
V3/,Ericson2017figure4,Ericson2017figure4_10,False,runtime error,error running Ericson2017figure4_10,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104e201c0>)"
V3/,Ericson2017figure4,Ericson2017figure4_11,False,runtime error,error running Ericson2017figure4_11,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104e20040>)"
V3/,Ericson2017figure4,Ericson2017figure4_12,False,runtime error,error running Ericson2017figure4_12,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104e20700>)"
V3/,Ericson2017figure4,Ericson2017figure4_13,False,runtime error,error running Ericson2017figure4_13,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104e20880>)"
V3/,Ericson2017figure4,Ericson2017figure4_14,False,runtime error,error running Ericson2017figure4_14,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104e20380>)"
V3/,Ericson2017figure4,Ericson2017figure4_15,False,runtime error,error running Ericson2017figure4_15,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104e20640>)"
V3/,Ericson2017figure4,Ericson2017figure4_16,False,runtime error,error running Ericson2017figure4_16,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104e20980>)"
V3/,Ericson2017figure4,Ericson2017figure4_17,False,runtime error,error running Ericson2017figure4_17,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104e20b00>)"
V3/,Ericson2017figure4,Ericson2017figure4_18,False,runtime error,error running Ericson2017figure4_18,"(<class 'IndexError'>, IndexError('list index out of range'), <traceback object at 0x104e20c80>)"
V3/,Ericson2017figure4,Ericson2017figure4_19,False,import error,error importing source code Ericson2017figure4_19,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2017figure4/Ericson2017figure4_19.py', 2, 1, 'if (end - start + 1) >= 1:\n', 2, 3)), <traceback object at 0x104e21100>)"
V3/,Ericson2018figure5,Ericson2018figure5_4,False,import error,error importing source code Ericson2018figure5_4,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2018figure5/Ericson2018figure5_4.py', 2, 1, 'max = elList[start]\n', 2, 4)), <traceback object at 0x103311380>)"
V3/,Ericson2018figure5,Ericson2018figure5_11,False,import error,error importing source code Ericson2018figure5_11,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2018figure5/Ericson2018figure5_11.py', 2, 1, 'max = elList[start]\n', 2, 4)), <traceback object at 0x1033120c0>)"
V3/,Ericson2018figure5,Ericson2018figure5_13,False,import error,error importing source code Ericson2018figure5_13,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2018figure5/Ericson2018figure5_13.py', 2, 1, 'max = elList[start]\n', 2, 4)), <traceback object at 0x103312340>)"
V3/,Ericson2018figure5,Ericson2018figure5_14,False,import error,error importing source code Ericson2018figure5_14,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2018figure5/Ericson2018figure5_14.py', 2, 1, 'min = elList[start]\n', 2, 4)), <traceback object at 0x103312540>)"
V3/,Ericson2018figure5,Ericson2018figure5_17,False,import error,error importing source code Ericson2018figure5_17,"(<class 'IndentationError'>, IndentationError(""expected an indented block after 'for' statement on line 3"", ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2018figure5/Ericson2018figure5_17.py', 4, 1, 'value = elList[index]\n', 4, 6)), <traceback object at 0x103312840>)"
V3/,Ericson2018figure5,Ericson2018figure5_18,False,import error,error importing source code Ericson2018figure5_18,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2018figure5/Ericson2018figure5_18.py', 2, 1, 'max = elList[start]\n', 2, 4)), <traceback object at 0x103312a00>)"
V3/,Ericson2022figure2,Ericson2022figure2_4,False,import error,error importing source code Ericson2022figure2_4,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2022figure2/Ericson2022figure2_4.py', 2, 1, 'if guess == target:\n', 2, 3)), <traceback object at 0x1007251c0>)"
V3/,Ericson2022figure2,Ericson2022figure2_13,False,import error,error importing source code Ericson2022figure2_13,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2022figure2/Ericson2022figure2_13.py', 2, 1, 'if guess < target:\n', 2, 3)), <traceback object at 0x100726500>)"
V3/,Ericson2022figure2,Ericson2022figure2_14,False,import error,error importing source code Ericson2022figure2_14,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2022figure2/Ericson2022figure2_14.py', 2, 1, 'if guess < target:\n', 2, 3)), <traceback object at 0x100726700>)"
V3/,Ericson2022figure3,Ericson2022figure3_0,False,import error,error importing source code Ericson2022figure3_0,"(<class 'IndentationError'>, IndentationError('expected an indented block after class definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2022figure3/Ericson2022figure3_0.py', 2, 1, 'def __init__(self, first, last):\n', 2, 4)), <traceback object at 0x105044d80>)"
V3/,Ericson2022figure3,Ericson2022figure3_3,False,import error,error importing source code Ericson2022figure3_3,"(<class 'IndentationError'>, IndentationError('expected an indented block after class definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2022figure3/Ericson2022figure3_3.py', 2, 1, 'def __init__(self, first, last):\n', 2, 4)), <traceback object at 0x105044e80>)"
V3/,Ericson2022figure3,Ericson2022figure3_10,False,import error,error importing source code Ericson2022figure3_10,"(<class 'IndentationError'>, IndentationError('expected an indented block after class definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2022figure3/Ericson2022figure3_10.py', 2, 1, 'def __init__(self, first, last):\n', 2, 4)), <traceback object at 0x105046d00>)"
V3/,Ericson2022figure3,Ericson2022figure3_14,False,import error,error importing source code Ericson2022figure3_14,"(<class 'IndentationError'>, IndentationError('expected an indented block after class definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2022figure3/Ericson2022figure3_14.py', 2, 1, 'def __init__(self, first, last):\n', 2, 4)), <traceback object at 0x105047c80>)"
V3/,Ericson2022figure3,Ericson2022figure3_15,False,import error,error importing source code Ericson2022figure3_15,"(<class 'IndentationError'>, IndentationError('expected an indented block after class definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2022figure3/Ericson2022figure3_15.py', 2, 1, 'def __init__(self, first, last):\n', 2, 4)), <traceback object at 0x105047d80>)"
V3/,Ericson2022figure3,Ericson2022figure3_17,False,import error,error importing source code Ericson2022figure3_17,"(<class 'IndentationError'>, IndentationError('expected an indented block after class definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unittests/./V3/Ericson2022figure3/Ericson2022figure3_17.py', 2, 1, 'def __init__(self, first, last):\n', 2, 4)), <traceback object at 0x105047840>)"
