priming,extra_with_indentation_priming,scrambled_lines,prompt,codex_output,problem
,False,"def filter_strings(str_list):
new_list.append(word)
return new_list
if len(word) > 3:
new_list = []
for word in str_list:","# Problem description
Create the function, filter_strings(str_list), below to take a list of strings, str_list, and return a new list with all the strings from the passed list in the same order that have a length greater than 3. For example, filter_strings([""Run"", ""she"", ""said""]) should return [""said""] and filter _strings([""It"", ""was"", ""a"", ""dark"", ""night""]) should return [""dark"", ""night""]
# Scrambled lines
def filter_strings(str_list):
new_list.append(word)
return new_list
if len(word) > 3:
new_list = []
for word in str_list:
# Solution
","def filter_strings(str_list):
    new_list = []
    for word in str_list:
        if len(word) > 3:
            new_list.append(word)
    return new_list
",Hou2022figure2
,False,"def filter_strings(str_list):
return new_list
new_list = []
if len(word) > 3:
new_list.append(word)
for word in str_list:","# Problem description
Create the function, filter_strings(str_list), below to take a list of strings, str_list, and return a new list with all the strings from the passed list in the same order that have a length greater than 3. For example, filter_strings([""Run"", ""she"", ""said""]) should return [""said""] and filter _strings([""It"", ""was"", ""a"", ""dark"", ""night""]) should return [""dark"", ""night""]
# Scrambled lines
def filter_strings(str_list):
return new_list
new_list = []
if len(word) > 3:
new_list.append(word)
for word in str_list:
# Solution
","def filter_strings(str_list):
    new_list = []
    for word in str_list:
        if len(word) > 3:
            new_list.append(word)
    return new_list
 
",Hou2022figure2
,False,"for word in str_list:
def filter_strings(str_list):
if len(word) > 3:
new_list.append(word)
return new_list
new_list = []","# Problem description
Create the function, filter_strings(str_list), below to take a list of strings, str_list, and return a new list with all the strings from the passed list in the same order that have a length greater than 3. For example, filter_strings([""Run"", ""she"", ""said""]) should return [""said""] and filter _strings([""It"", ""was"", ""a"", ""dark"", ""night""]) should return [""dark"", ""night""]
# Scrambled lines
for word in str_list:
def filter_strings(str_list):
if len(word) > 3:
new_list.append(word)
return new_list
new_list = []
# Solution
","def filter_strings(str_list):
    new_list = []
    for word in str_list:
        if len(word) > 3:
            new_list.append(word)
    return new_list
 
",Hou2022figure2
,False,"for word in str_list:
def filter_strings(str_list):
if len(word) > 3:
return new_list
new_list = []
new_list.append(word)","# Problem description
Create the function, filter_strings(str_list), below to take a list of strings, str_list, and return a new list with all the strings from the passed list in the same order that have a length greater than 3. For example, filter_strings([""Run"", ""she"", ""said""]) should return [""said""] and filter _strings([""It"", ""was"", ""a"", ""dark"", ""night""]) should return [""dark"", ""night""]
# Scrambled lines
for word in str_list:
def filter_strings(str_list):
if len(word) > 3:
return new_list
new_list = []
new_list.append(word)
# Solution
","def filter_strings(str_list):
    new_list = []
    for word in str_list:
        if len(word) > 3:
            new_list.append(word)
    return new_list
 
",Hou2022figure2
,False,"for word in str_list:
def filter_strings(str_list):
new_list = []
return new_list
if len(word) > 3:
new_list.append(word)","# Problem description
Create the function, filter_strings(str_list), below to take a list of strings, str_list, and return a new list with all the strings from the passed list in the same order that have a length greater than 3. For example, filter_strings([""Run"", ""she"", ""said""]) should return [""said""] and filter _strings([""It"", ""was"", ""a"", ""dark"", ""night""]) should return [""dark"", ""night""]
# Scrambled lines
for word in str_list:
def filter_strings(str_list):
new_list = []
return new_list
if len(word) > 3:
new_list.append(word)
# Solution
","def filter_strings(str_list):
    new_list = []
    for word in str_list:
        if len(word) > 3:
            new_list.append(word)
    return new_list
 
",Hou2022figure2
,False,"for word in str_list:
def filter_strings(str_list):
return new_list
new_list.append(word)
if len(word) > 3:
new_list = []","# Problem description
Create the function, filter_strings(str_list), below to take a list of strings, str_list, and return a new list with all the strings from the passed list in the same order that have a length greater than 3. For example, filter_strings([""Run"", ""she"", ""said""]) should return [""said""] and filter _strings([""It"", ""was"", ""a"", ""dark"", ""night""]) should return [""dark"", ""night""]
# Scrambled lines
for word in str_list:
def filter_strings(str_list):
return new_list
new_list.append(word)
if len(word) > 3:
new_list = []
# Solution
","def filter_strings(str_list):
    new_list = []
    for word in str_list:
        if len(word) > 3:
            new_list.append(word)
    return new_list
 
",Hou2022figure2
,False,"for word in str_list:
if len(word) > 3:
new_list = []
return new_list
def filter_strings(str_list):
new_list.append(word)","# Problem description
Create the function, filter_strings(str_list), below to take a list of strings, str_list, and return a new list with all the strings from the passed list in the same order that have a length greater than 3. For example, filter_strings([""Run"", ""she"", ""said""]) should return [""said""] and filter _strings([""It"", ""was"", ""a"", ""dark"", ""night""]) should return [""dark"", ""night""]
# Scrambled lines
for word in str_list:
if len(word) > 3:
new_list = []
return new_list
def filter_strings(str_list):
new_list.append(word)
# Solution
","def filter_strings(str_list):
new_list = []
for word in str_list:
if len(word) > 3:
new_list.append(word)
return new_list
",Hou2022figure2
,False,"for word in str_list:
if len(word) > 3:
new_list.append(word)
return new_list
new_list = []
def filter_strings(str_list):","# Problem description
Create the function, filter_strings(str_list), below to take a list of strings, str_list, and return a new list with all the strings from the passed list in the same order that have a length greater than 3. For example, filter_strings([""Run"", ""she"", ""said""]) should return [""said""] and filter _strings([""It"", ""was"", ""a"", ""dark"", ""night""]) should return [""dark"", ""night""]
# Scrambled lines
for word in str_list:
if len(word) > 3:
new_list.append(word)
return new_list
new_list = []
def filter_strings(str_list):
# Solution
","def filter_strings(str_list):
new_list = []
for word in str_list:
if len(word) > 3:
new_list.append(word)
return new_list
",Hou2022figure2
,False,"for word in str_list:
new_list = []
if len(word) > 3:
return new_list
new_list.append(word)
def filter_strings(str_list):","# Problem description
Create the function, filter_strings(str_list), below to take a list of strings, str_list, and return a new list with all the strings from the passed list in the same order that have a length greater than 3. For example, filter_strings([""Run"", ""she"", ""said""]) should return [""said""] and filter _strings([""It"", ""was"", ""a"", ""dark"", ""night""]) should return [""dark"", ""night""]
# Scrambled lines
for word in str_list:
new_list = []
if len(word) > 3:
return new_list
new_list.append(word)
def filter_strings(str_list):
# Solution
","def filter_strings(str_list):
new_list = []
for word in str_list:
if len(word) > 3:
new_list.append(word)
return new_list
",Hou2022figure2
,False,"def has22(nums):
for i in range (len(nums)-1):
if nums[i] == 2 and nums [i+1] == 2:
return False
return True","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
for i in range (len(nums)-1):
if nums[i] == 2 and nums [i+1] == 2:
return False
return True
# Solution
","def has22(nums):
for i in range (len(nums)-1):
if nums[i] == 2 and nums [i+1] == 2:
return True
return False
 
",Haynes_Magyar2022figure2
,False,"def has22(nums):
for i in range (len(nums)-1):
return False
if nums[i] == 2 and nums [i+1] == 2:
return True","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
for i in range (len(nums)-1):
return False
if nums[i] == 2 and nums [i+1] == 2:
return True
# Solution
","def has22(nums):
for i in range (len(nums)-1):
if nums[i] == 2 and nums [i+1] == 2:
return True
return False
 
",Haynes_Magyar2022figure2
,False,"def has22(nums):
for i in range (len(nums)-1):
return True
if nums[i] == 2 and nums [i+1] == 2:
return False","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
for i in range (len(nums)-1):
return True
if nums[i] == 2 and nums [i+1] == 2:
return False
# Solution
","def has22(nums):
for i in range (len(nums)-1):
if nums[i] == 2 and nums [i+1] == 2:
return True
return False
 
",Haynes_Magyar2022figure2
,False,"def has22(nums):
for i in range (len(nums)-1):
return True
return False
if nums[i] == 2 and nums [i+1] == 2:","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
for i in range (len(nums)-1):
return True
return False
if nums[i] == 2 and nums [i+1] == 2:
# Solution
","def has22(nums):
for i in range (len(nums)-1):
if nums[i] == 2 and nums [i+1] == 2:
return True
return False
 
",Haynes_Magyar2022figure2
,False,"def has22(nums):
if nums[i] == 2 and nums [i+1] == 2:
for i in range (len(nums)-1):
return False
return True","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
if nums[i] == 2 and nums [i+1] == 2:
for i in range (len(nums)-1):
return False
return True
# Solution
","def has22(nums):
for i in range (len(nums)-1):
if nums[i] == 2 and nums [i+1] == 2:
return True
return False
",Haynes_Magyar2022figure2
,False,"def has22(nums):
if nums[i] == 2 and nums [i+1] == 2:
for i in range (len(nums)-1):
return True
return False","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
if nums[i] == 2 and nums [i+1] == 2:
for i in range (len(nums)-1):
return True
return False
# Solution
","def has22(nums):
for i in range (len(nums)-1):
if nums[i] == 2 and nums [i+1] == 2:
return True
return False
",Haynes_Magyar2022figure2
,False,"def has22(nums):
if nums[i] == 2 and nums [i+1] == 2:
return False
for i in range (len(nums)-1):
return True","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
if nums[i] == 2 and nums [i+1] == 2:
return False
for i in range (len(nums)-1):
return True
# Solution
","def has22(nums):
for i in range (len(nums)-1):
if nums[i] == 2 and nums [i+1] == 2:
return True
return False
 
",Haynes_Magyar2022figure2
,False,"def has22(nums):
if nums[i] == 2 and nums [i+1] == 2:
return False
return True
for i in range (len(nums)-1):","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
if nums[i] == 2 and nums [i+1] == 2:
return False
return True
for i in range (len(nums)-1):
# Solution
","def has22(nums):
    for i in range (len(nums)-1):
        if nums[i] == 2 and nums [i+1] == 2:
            return True
    return False
",Haynes_Magyar2022figure2
,False,"def has22(nums):
if nums[i] == 2 and nums [i+1] == 2:
return True
for i in range (len(nums)-1):
return False","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
if nums[i] == 2 and nums [i+1] == 2:
return True
for i in range (len(nums)-1):
return False
# Solution
","def has22(nums):
for i in range (len(nums)-1):
if nums[i] == 2 and nums [i+1] == 2:
return True
return False
 
",Haynes_Magyar2022figure2
,False,"def has22(nums):
if nums[i] == 2 and nums [i+1] == 2:
return True
return False
for i in range (len(nums)-1):","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
if nums[i] == 2 and nums [i+1] == 2:
return True
return False
for i in range (len(nums)-1):
# Solution
","def has22(nums):
    for i in range (len(nums)-1):
        if nums[i] == 2 and nums [i+1] == 2:
            return True
    return False
",Haynes_Magyar2022figure2
,False,"def has22(nums):
return False
for i in range (len(nums)-1):
if nums[i] == 2 and nums [i+1] == 2:
return True","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
return False
for i in range (len(nums)-1):
if nums[i] == 2 and nums [i+1] == 2:
return True
# Solution
","def has22(nums):
  for i in range (len(nums)-1):
    if nums[i] == 2 and nums [i+1] == 2:
      return True
  return False
",Haynes_Magyar2022figure2
,False,"def has22(nums):
return False
for i in range (len(nums)-1):
return True
if nums[i] == 2 and nums [i+1] == 2:","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
return False
for i in range (len(nums)-1):
return True
if nums[i] == 2 and nums [i+1] == 2:
# Solution
","def has22(nums):
    for i in range (len(nums)-1):
        if nums[i] == 2 and nums [i+1] == 2:
            return True
    return False
 
",Haynes_Magyar2022figure2
,False,"def has22(nums):
return False
if nums[i] == 2 and nums [i+1] == 2:
for i in range (len(nums)-1):
return True","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
return False
if nums[i] == 2 and nums [i+1] == 2:
for i in range (len(nums)-1):
return True
# Solution
","def has22(nums):
    for i in range (len(nums)-1):
        if nums[i] == 2 and nums [i+1] == 2:
            return True
    return False
 
",Haynes_Magyar2022figure2
,False,"def has22(nums):
return False
if nums[i] == 2 and nums [i+1] == 2:
return True
for i in range (len(nums)-1):","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
return False
if nums[i] == 2 and nums [i+1] == 2:
return True
for i in range (len(nums)-1):
# Solution
","def has22(nums):
    for i in range (len(nums)-1):
        if nums[i] == 2 and nums [i+1] == 2:
            return True
    return False
",Haynes_Magyar2022figure2
,False,"def has22(nums):
return False
return True
for i in range (len(nums)-1):
if nums[i] == 2 and nums [i+1] == 2:","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
return False
return True
for i in range (len(nums)-1):
if nums[i] == 2 and nums [i+1] == 2:
# Solution
","def has22(nums):
    for i in range (len(nums)-1):
        if nums[i] == 2 and nums [i+1] == 2:
            return True
    return False
",Haynes_Magyar2022figure2
,False,"def has22(nums):
return False
return True
if nums[i] == 2 and nums [i+1] == 2:
for i in range (len(nums)-1):","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
return False
return True
if nums[i] == 2 and nums [i+1] == 2:
for i in range (len(nums)-1):
# Solution
","def has22(nums):
    for i in range (len(nums)-1):
        if nums[i] == 2 and nums [i+1] == 2:
            return True
    return False
 
",Haynes_Magyar2022figure2
,False,"def has22(nums):
return True
for i in range (len(nums)-1):
if nums[i] == 2 and nums [i+1] == 2:
return False","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
return True
for i in range (len(nums)-1):
if nums[i] == 2 and nums [i+1] == 2:
return False
# Solution
","def has22(nums):
  for i in range (len(nums)-1):
    if nums[i] == 2 and nums [i+1] == 2:
      return True
  return False
",Haynes_Magyar2022figure2
,False,"def has22(nums):
return True
for i in range (len(nums)-1):
return False
if nums[i] == 2 and nums [i+1] == 2:","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
return True
for i in range (len(nums)-1):
return False
if nums[i] == 2 and nums [i+1] == 2:
# Solution
","def has22(nums):
    for i in range (len(nums)-1):
        if nums[i] == 2 and nums [i+1] == 2:
            return True
    return False
 
",Haynes_Magyar2022figure2
,False,"def has22(nums):
return True
if nums[i] == 2 and nums [i+1] == 2:
for i in range (len(nums)-1):
return False","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
return True
if nums[i] == 2 and nums [i+1] == 2:
for i in range (len(nums)-1):
return False
# Solution
","def has22(nums):
    for i in range (len(nums)-1):
        if nums[i] == 2 and nums [i+1] == 2:
            return True
    return False
 
",Haynes_Magyar2022figure2
,False,"def has22(nums):
return True
if nums[i] == 2 and nums [i+1] == 2:
return False
for i in range (len(nums)-1):","# Problem description
Put the blocks in order to define the function has22 to return True if there are at least two items in the list nums that are adjacent and both equal to 2, otherwise return False. For example, return True for has22([1,2,2]) since there are two adjacent items equal to 2 (at index 1 and 2) and False for has22(2,1,2) since the 2's are not adjacent
# Scrambled lines
def has22(nums):
return True
if nums[i] == 2 and nums [i+1] == 2:
return False
for i in range (len(nums)-1):
# Solution
","def has22(nums):
    for i in range (len(nums)-1):
        if nums[i] == 2 and nums [i+1] == 2:
            return True
    return False
 
",Haynes_Magyar2022figure2
,False,"def getSum(numList):
for num in numList:
return sum
sum = 0
sum = sum + num","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
def getSum(numList):
for num in numList:
return sum
sum = 0
sum = sum + num
# Solution
","def getSum(numList):
    sum = 0
    for num in numList:
        sum = sum + num
    return sum
",Ericson2017figure1
,False,"def getSum(numList):
for num in numList:
return sum
sum = sum + num
sum = 0","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
def getSum(numList):
for num in numList:
return sum
sum = sum + num
sum = 0
# Solution
","def getSum(numList):
    sum = 0
    for num in numList:
        sum = sum + num
    return sum
",Ericson2017figure1
,False,"def getSum(numList):
for num in numList:
sum = 0
return sum
sum = sum + num","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
def getSum(numList):
for num in numList:
sum = 0
return sum
sum = sum + num
# Solution
","def getSum(numList):
sum = 0
for num in numList:
sum = sum + num
return sum
",Ericson2017figure1
,False,"def getSum(numList):
for num in numList:
sum = 0
sum = sum + num
return sum","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
def getSum(numList):
for num in numList:
sum = 0
sum = sum + num
return sum
# Solution
","def getSum(numList):
sum = 0
for num in numList:
sum = sum + num
return sum
",Ericson2017figure1
,False,"def getSum(numList):
for num in numList:
sum = sum + num
return sum
sum = 0","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
def getSum(numList):
for num in numList:
sum = sum + num
return sum
sum = 0
# Solution
","def getSum(numList):
sum = 0
for num in numList:
sum = sum + num
return sum
",Ericson2017figure1
,False,"def getSum(numList):
return sum
sum = 0
sum = sum + num
for num in numList:","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
def getSum(numList):
return sum
sum = 0
sum = sum + num
for num in numList:
# Solution
","def getSum(numList):
    sum = 0
    for num in numList:
        sum = sum + num
    return sum
",Ericson2017figure1
,False,"def getSum(numList):
return sum
sum = sum + num
for num in numList:
sum = 0","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
def getSum(numList):
return sum
sum = sum + num
for num in numList:
sum = 0
# Solution
","def getSum(numList):
    sum = 0
    for num in numList:
        sum = sum + num
    return sum
",Ericson2017figure1
,False,"def getSum(numList):
return sum
sum = sum + num
sum = 0
for num in numList:","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
def getSum(numList):
return sum
sum = sum + num
sum = 0
for num in numList:
# Solution
","def getSum(numList):
    sum = 0
    for num in numList:
        sum = sum + num
    return sum
",Ericson2017figure1
,False,"def getSum(numList):
sum = 0
for num in numList:
return sum
sum = sum + num","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
def getSum(numList):
sum = 0
for num in numList:
return sum
sum = sum + num
# Solution
","def getSum(numList):
sum = 0
for num in numList:
sum = sum + num
return sum
",Ericson2017figure1
,False,"def getSum(numList):
sum = 0
return sum
for num in numList:
sum = sum + num","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
def getSum(numList):
sum = 0
return sum
for num in numList:
sum = sum + num
# Solution
","def getSum(numList):
sum = 0
for num in numList:
sum = sum + num
return sum
",Ericson2017figure1
,False,"def getSum(numList):
sum = 0
return sum
sum = sum + num
for num in numList:","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
def getSum(numList):
sum = 0
return sum
sum = sum + num
for num in numList:
# Solution
","def getSum(numList):
sum = 0
for num in numList:
sum = sum + num
return sum
",Ericson2017figure1
,False,"def getSum(numList):
sum = 0
sum = sum + num
return sum
for num in numList:","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
def getSum(numList):
sum = 0
sum = sum + num
return sum
for num in numList:
# Solution
","def getSum(numList):
sum = 0
for num in numList:
sum = sum + num
return sum
",Ericson2017figure1
,False,"def getSum(numList):
sum = sum + num
for num in numList:
sum = 0
return sum","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
def getSum(numList):
sum = sum + num
for num in numList:
sum = 0
return sum
# Solution
","def getSum(numList):
sum = 0
for num in numList:
sum = sum + num
return sum
",Ericson2017figure1
,False,"def getSum(numList):
sum = sum + num
return sum
for num in numList:
sum = 0","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
def getSum(numList):
sum = sum + num
return sum
for num in numList:
sum = 0
# Solution
","def getSum(numList):
    sum = 0
    for num in numList:
        sum = sum + num
    return sum
",Ericson2017figure1
,False,"def getSum(numList):
sum = sum + num
return sum
sum = 0
for num in numList:","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
def getSum(numList):
sum = sum + num
return sum
sum = 0
for num in numList:
# Solution
","def getSum(numList):
sum = 0
for num in numList:
sum = sum + num
return sum
",Ericson2017figure1
,False,"for num in numList:
def getSum(numList):
return sum
sum = 0
sum = sum + num","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
for num in numList:
def getSum(numList):
return sum
sum = 0
sum = sum + num
# Solution
","def getSum(numList):
    sum = 0
    for num in numList:
        sum = sum + num
    return sum
",Ericson2017figure1
,False,"for num in numList:
def getSum(numList):
return sum
sum = sum + num
sum = 0","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
for num in numList:
def getSum(numList):
return sum
sum = sum + num
sum = 0
# Solution
","def getSum(numList):
    sum = 0
    for num in numList:
        sum = sum + num
    return sum
",Ericson2017figure1
,False,"for num in numList:
def getSum(numList):
sum = 0
return sum
sum = sum + num","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
for num in numList:
def getSum(numList):
sum = 0
return sum
sum = sum + num
# Solution
","def getSum(numList):
    sum = 0
    for num in numList:
        sum = sum + num
    return sum
",Ericson2017figure1
,False,"for num in numList:
def getSum(numList):
sum = 0
sum = sum + num
return sum","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
for num in numList:
def getSum(numList):
sum = 0
sum = sum + num
return sum
# Solution
","def getSum(numList):
    sum = 0
    for num in numList:
        sum = sum + num
    return sum
",Ericson2017figure1
,False,"for num in numList:
def getSum(numList):
sum = sum + num
return sum
sum = 0","# Problem description
write a function getSum(numList) that returns the sum of a list of numbers.
# Scrambled lines
for num in numList:
def getSum(numList):
sum = sum + num
return sum
sum = 0
# Solution
","def getSum(numList):
    sum = 0
    for num in numList:
        sum = sum + num
    return sum
",Ericson2017figure1
,False,"Class Person:
class Person:
self.first = first
def __init__(self, first, last):
return(self.first[1] + self.last[1])
def __str__(self):
def __init__(first, last):
return (self.first + "" "" + self.last)
def initials(self):
self.last = last
return (self.first + self.last)
return(self.first[0] + self.last[0])","# Problem description
Put the code in order to define a Person class with a constructor (__init__), a method to print the object attributes (__str__), and an initials method which returns the first letter of the first name and the first letter of the last name.
# Scrambled lines
Class Person:
class Person:
self.first = first
def __init__(self, first, last):
return(self.first[1] + self.last[1])
def __str__(self):
def __init__(first, last):
return (self.first + "" "" + self.last)
def initials(self):
self.last = last
return (self.first + self.last)
return(self.first[0] + self.last[0])
# Solution
","class Person:
    def __init__(self, first, last):
        self.first = first
        self.last = last
    def __str__(self):
        return (self.first + "" "" + self.last)
    def initials(self):
        return(self.first[0] + self.last[0])
 
 
",Ericson2022figure3
,False,"Class Person:
def __init__(first, last):
class Person:
def __init__(self, first, last):
return (self.first + "" "" + self.last)
return(self.first[1] + self.last[1])
return(self.first[0] + self.last[0])
def initials(self):
self.last = last
self.first = first
def __str__(self):
return (self.first + self.last)","# Problem description
Put the code in order to define a Person class with a constructor (__init__), a method to print the object attributes (__str__), and an initials method which returns the first letter of the first name and the first letter of the last name.
# Scrambled lines
Class Person:
def __init__(first, last):
class Person:
def __init__(self, first, last):
return (self.first + "" "" + self.last)
return(self.first[1] + self.last[1])
return(self.first[0] + self.last[0])
def initials(self):
self.last = last
self.first = first
def __str__(self):
return (self.first + self.last)
# Solution
","
class Person:
    def __init__(self, first, last):
        self.first = first
        self.last = last
    def __str__(self):
        return (self.first + "" "" + self.last)
    def initials(self):
        return(self.first[0] + self.last[0])
 
 
",Ericson2022figure3
