folder,figure,file,ok,msg,actual,expected,errortype
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,"[3,3,3,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,"[-3,-3,-3,-3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,[0] = 0,3,3,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,"[0, 0] = 0",4,4,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,"[0, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,"[2, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,"[0, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,"[0, 0, 2] = 0",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,"[1, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,"[0, 1, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,"[0, 0, 1] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,"[1, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,"[0, 1, 2] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,"[0, 2, 1] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,"[4, 1, 1] = 5 9",9,9,
V3,Weinmann2021figure1,Weinmann2021figure1_15,0,"[-4, 1, 1] = 5 1",1,1,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,[] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,[1] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,"[1,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,"[1,3,5] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,"[3,3,3,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,"[-3,-3,-3,-3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,[0] = 0,3,3,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,"[0, 0] = 0",4,4,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,"[0, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,"[2, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,"[0, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,"[0, 0, 2] = 0",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,"[1, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,"[0, 1, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,"[0, 0, 1] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,"[1, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,"[0, 1, 2] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,"[0, 2, 1] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,"[4, 1, 1] = 5 9",9,9,
V3,Weinmann2021figure1,Weinmann2021figure1_16,0,"[-4, 1, 1] = 5 1",1,1,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,[] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,[1] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,"[1,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,"[1,3,5] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,"[3,3,3,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,"[-3,-3,-3,-3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,[0] = 0,3,3,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,"[0, 0] = 0",4,4,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,"[0, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,"[2, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,"[0, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,"[0, 0, 2] = 0",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,"[1, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,"[0, 1, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,"[0, 0, 1] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,"[1, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,"[0, 1, 2] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,"[0, 2, 1] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,"[4, 1, 1] = 5 9",9,9,
V3,Weinmann2021figure1,Weinmann2021figure1_17,0,"[-4, 1, 1] = 5 1",1,1,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,[] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,[1] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,"[1,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,"[1,3,5] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,"[3,3,3,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,"[-3,-3,-3,-3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,[0] = 0,3,3,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,"[0, 0] = 0",4,4,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,"[0, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,"[2, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,"[0, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,"[0, 0, 2] = 0",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,"[1, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,"[0, 1, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,"[0, 0, 1] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,"[1, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,"[0, 1, 2] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,"[0, 2, 1] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,"[4, 1, 1] = 5 9",9,9,
V3,Weinmann2021figure1,Weinmann2021figure1_18,0,"[-4, 1, 1] = 5 1",1,1,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,[] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,[1] = 'All odd',None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,"[1,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,"[1,3,5] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,"[3,3,3,3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,"[-3,-3,-3,-3] = 'All odd'",None,All odd,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,[0] = 0,3,3,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,"[0, 0] = 0",4,4,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,"[0, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,"[2, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,"[0, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,"[0, 0, 2] = 0",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,"[1, 0, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,"[0, 1, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,"[0, 0, 1] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,"[1, 2, 0] = 0",5,5,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,"[0, 1, 2] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,"[0, 2, 1] = 5 7",7,7,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,"[4, 1, 1] = 5 9",9,9,
V3,Weinmann2021figure1,Weinmann2021figure1_19,0,"[-4, 1, 1] = 5 1",1,1,
