folder,figure,file,msg,ok,actual,expected,errortype
V1,Ericson2022figure8,Ericson2022figure8_19,"[0,0,0] = 0.0",0,0.0,0,
V1,Ericson2022figure8,Ericson2022figure8_19,"[0,0,0,-1] = 0.0",0,0.0,0,
V1,Ericson2022figure8,Ericson2022figure8_19,"[0,0,0,-3] = 0.0",0,0.0,0,
V1,Ericson2022figure8,Ericson2022figure8_19,"[1,1,1,0] = 1.0",0,1.0,1,
V1,Ericson2022figure8,Ericson2022figure8_19,"[1,1,0,1] = 1.0",0,1.0,1,
V1,Ericson2022figure8,Ericson2022figure8_19,"[1,0,1,1] = 1.0",0,1.0,1,
V1,Ericson2022figure8,Ericson2022figure8_19,"[0,1,1,1] = 1.0",0,1.0,1,
V1,Ericson2022figure8,Ericson2022figure8_19,"[-9,-1,-3,-5] = -3",0,-3.0,-3,
V1,Ericson2022figure8,Ericson2022figure8_19,"[-1,-9,-3,-5] = -3",0,-3.0,-3,
V1,Ericson2022figure8,Ericson2022figure8_19,"[-1,-3,-9,-5] = -3",0,-3.0,-3,
V1,Ericson2022figure8,Ericson2022figure8_19,"[-1,-3,-5,-9] = -3",0,-3.0,-3,
V1,Ericson2022figure8,Ericson2022figure8_19,"[0,2,2,2] = 2",0,2.0,2,
V1,Ericson2022figure8,Ericson2022figure8_19,"[0,1,3,5] = 3",0,3.0,3,
V1,Ericson2022figure8,Ericson2022figure8_4,[] = 0,1,,0,runtime error
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_0,error running Haynes_Magyar2022figure2_0,1,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x104c77f40>)",successful execution,runtime error
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_1, [1] = False,0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_1," [1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_1," [1,1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_1," [1,2,3,4] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_1," [1,2,1,2,1,2,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_1," [1,2,2,1,2,1] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_1," [2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_1," [1,2,1,2,1,2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_2,error importing source code Haynes_Magyar2022figure2_2,1,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unit/./V1/Haynes_Magyar2022figure2/Haynes_Magyar2022figure2_2.py', 2, 1, 'for i in range (len(nums)-1):\n', 2, 4)), <traceback object at 0x104c88380>)",valid import,import error
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_3, [1] = False,0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_3," [1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_3," [1,1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_3," [1,2,3,4] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_3," [1,2,1,2,1,2,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_3," [1,2,2,1,2,1] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_3," [2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_3," [1,2,1,2,1,2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_4,error running Haynes_Magyar2022figure2_4,1,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x104c883c0>)",successful execution,runtime error
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_5, [1] = False,0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_5," [1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_5," [1,1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_5," [1,2,3,4] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_5," [1,2,1,2,1,2,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_5," [1,2,2,1,2,1] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_5," [2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_5," [1,2,1,2,1,2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_6, [1] = False,0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_6," [1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_6," [1,1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_6," [1,2,3,4] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_6," [1,2,1,2,1,2,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_6," [1,2,2,1,2,1] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_6," [2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_6," [1,2,1,2,1,2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_7, [1] = False,0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_7," [1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_7," [1,1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_7," [1,2,3,4] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_7," [1,2,1,2,1,2,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_7," [1,2,2,1,2,1] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_7," [2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_7," [1,2,1,2,1,2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_8, [1] = False,0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_8," [1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_8," [1,1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_8," [1,2,3,4] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_8," [1,2,1,2,1,2,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_8," [1,2,2,1,2,1] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_8," [2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_8," [1,2,1,2,1,2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_9, [1] = False,0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_9," [1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_9," [1,1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_9," [1,2,3,4] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_9," [1,2,1,2,1,2,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_9," [1,2,2,1,2,1] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_9," [2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_9," [1,2,1,2,1,2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_10, [1] = False,0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_10," [1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_10," [1,1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_10," [1,2,3,4] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_10," [1,2,1,2,1,2,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_10," [1,2,2,1,2,1] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_10," [2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_10," [1,2,1,2,1,2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_11, [1] = False,0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_11," [1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_11," [1,1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_11," [1,2,3,4] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_11," [1,2,1,2,1,2,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_11," [1,2,2,1,2,1] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_11," [2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_11," [1,2,1,2,1,2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_12, [1] = False,0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_12," [1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_12," [1,1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_12," [1,2,3,4] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_12," [1,2,1,2,1,2,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_12," [1,2,2,1,2,1] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_12," [2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_12," [1,2,1,2,1,2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_13, [1] = False,0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_13," [1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_13," [1,1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_13," [1,2,3,4] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_13," [1,2,1,2,1,2,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_13," [1,2,2,1,2,1] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_13," [2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_13," [1,2,1,2,1,2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_14, [1] = False,0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_14," [1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_14," [1,1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_14," [1,2,3,4] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_14," [1,2,1,2,1,2,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_14," [1,2,2,1,2,1] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_14," [2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_14," [1,2,1,2,1,2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_15, [1] = False,0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_15," [1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_15," [1,1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_15," [1,2,3,4] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_15," [1,2,1,2,1,2,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_15," [1,2,2,1,2,1] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_15," [2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_15," [1,2,1,2,1,2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_16, [1] = False,0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_16," [1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_16," [1,1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_16," [1,2,3,4] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_16," [1,2,1,2,1,2,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_16," [1,2,2,1,2,1] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_16," [2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_16," [1,2,1,2,1,2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_17,error running Haynes_Magyar2022figure2_17,1,"(<class 'NameError'>, NameError(""name 'num' is not defined""), <traceback object at 0x104c8b980>)",successful execution,runtime error
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_18, [1] = False,0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_18," [1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_18," [1,1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_18," [1,2,3,4] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_18," [1,2,1,2,1,2,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_18," [1,2,2,1,2,1] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_18," [2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_18," [1,2,1,2,1,2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_19, [1] = False,0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_19," [1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_19," [1,1,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_19," [1,2,3,4] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_19," [1,2,1,2,1,2,1] = False",0,False,False,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_19," [1,2,2,1,2,1] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_19," [2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure2,Haynes_Magyar2022figure2_19," [1,2,1,2,1,2,2] = True",0,True,True,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_0,error importing source code Haynes_Magyar2022figure4_0,1,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unit/./V1/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_0.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x104c77f00>)",valid import,import error
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_1,error importing source code Haynes_Magyar2022figure4_1,1,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unit/./V1/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_1.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x104c769c0>)",valid import,import error
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_2,error importing source code Haynes_Magyar2022figure4_2,1,"(<class 'IndentationError'>, IndentationError('expected an indented block after function definition on line 1', ('/Users/bnr01a/Documents/data/projects_current/CODEXParsons/unit/./V1/Haynes_Magyar2022figure4/Haynes_Magyar2022figure4_2.py', 2, 1, 'count = 0\n', 2, 6)), <traceback object at 0x104c77f40>)",valid import,import error
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"0,0,0,[0]=1",0,1,1,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"1,0,0,[0]=0",0,0,0,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"0,0,1,[0,0]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"0,0,1,[0,0,0]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"0,0,1,[0,0,0,0]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"0,0,2,[0,0,0,0]=3",0,3,3,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"0,0,3,[0,0,0,0]=4",0,4,4,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"3,0,3,[1,2,3,1,2,3,1,2,3]=1",0,1,1,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"3,0,6,[1,2,3,1,2,3,1,2,3]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"3,0,7,[1,2,3,1,2,3,1,2,3]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"3,0,8,[1,2,3,1,2,3,1,2,3]=3",0,3,3,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"2,0,8,[1,2,3,1,2,3,1,2,3]=3",0,3,3,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"1,0,8,[1,2,3,1,2,3,1,2,3]=3",0,3,3,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"9,0,0,[9,9,9,9,9,9,9,9,9]=1",0,1,1,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"9,0,1,[9,9,9,9,9,9,9,9,9]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"9,0,2,[9,9,9,9,9,9,9,9,9]=3",0,3,3,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"9,0,3,[9,9,9,9,9,9,9,9,9]=4",0,4,4,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"9,0,8,[9,9,9,9,9,9,9,9,9]=9",0,9,9,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"9,8,8,[9,9,9,9,9,9,9,9,9]=1",0,1,1,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"9,7,8,[9,9,9,9,9,9,9,9,9]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_3,"9,4,5,[9,9,9,9,9,9,9,9,9]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_4,error running Haynes_Magyar2022figure4_4,1,"(<class 'TypeError'>, TypeError(""bad operand type for abs(): 'NoneType'""), <traceback object at 0x104c7ce00>)",successful execution,runtime error
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"0,0,0,[0]=1",0,1,1,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"1,0,0,[0]=0",0,0,0,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"0,0,1,[0,0]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"0,0,1,[0,0,0]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"0,0,1,[0,0,0,0]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"0,0,2,[0,0,0,0]=3",0,3,3,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"0,0,3,[0,0,0,0]=4",0,4,4,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"3,0,3,[1,2,3,1,2,3,1,2,3]=1",0,1,1,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"3,0,6,[1,2,3,1,2,3,1,2,3]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"3,0,7,[1,2,3,1,2,3,1,2,3]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"3,0,8,[1,2,3,1,2,3,1,2,3]=3",0,3,3,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"2,0,8,[1,2,3,1,2,3,1,2,3]=3",0,3,3,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"1,0,8,[1,2,3,1,2,3,1,2,3]=3",0,3,3,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"9,0,0,[9,9,9,9,9,9,9,9,9]=1",0,1,1,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"9,0,1,[9,9,9,9,9,9,9,9,9]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"9,0,2,[9,9,9,9,9,9,9,9,9]=3",0,3,3,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"9,0,3,[9,9,9,9,9,9,9,9,9]=4",0,4,4,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"9,0,8,[9,9,9,9,9,9,9,9,9]=9",0,9,9,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"9,8,8,[9,9,9,9,9,9,9,9,9]=1",0,1,1,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"9,7,8,[9,9,9,9,9,9,9,9,9]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_5,"9,4,5,[9,9,9,9,9,9,9,9,9]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"0,0,0,[0]=1",0,1,1,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"1,0,0,[0]=0",0,0,0,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"0,0,1,[0,0]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"0,0,1,[0,0,0]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"0,0,1,[0,0,0,0]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"0,0,2,[0,0,0,0]=3",0,3,3,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"0,0,3,[0,0,0,0]=4",0,4,4,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"3,0,3,[1,2,3,1,2,3,1,2,3]=1",0,1,1,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"3,0,6,[1,2,3,1,2,3,1,2,3]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"3,0,7,[1,2,3,1,2,3,1,2,3]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"3,0,8,[1,2,3,1,2,3,1,2,3]=3",0,3,3,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"2,0,8,[1,2,3,1,2,3,1,2,3]=3",0,3,3,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"1,0,8,[1,2,3,1,2,3,1,2,3]=3",0,3,3,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"9,0,0,[9,9,9,9,9,9,9,9,9]=1",0,1,1,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"9,0,1,[9,9,9,9,9,9,9,9,9]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"9,0,2,[9,9,9,9,9,9,9,9,9]=3",0,3,3,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"9,0,3,[9,9,9,9,9,9,9,9,9]=4",0,4,4,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"9,0,8,[9,9,9,9,9,9,9,9,9]=9",0,9,9,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"9,8,8,[9,9,9,9,9,9,9,9,9]=1",0,1,1,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"9,7,8,[9,9,9,9,9,9,9,9,9]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_6,"9,4,5,[9,9,9,9,9,9,9,9,9]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_7,"0,0,0,[0]=1",0,1,1,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_7,"1,0,0,[0]=0",0,0,0,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_7,"0,0,1,[0,0]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_7,"0,0,1,[0,0,0]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_7,"0,0,1,[0,0,0,0]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_7,"0,0,2,[0,0,0,0]=3",0,3,3,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_7,"0,0,3,[0,0,0,0]=4",0,4,4,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_7,"3,0,3,[1,2,3,1,2,3,1,2,3]=1",0,1,1,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_7,"3,0,6,[1,2,3,1,2,3,1,2,3]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_7,"3,0,7,[1,2,3,1,2,3,1,2,3]=2",0,2,2,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_7,"3,0,8,[1,2,3,1,2,3,1,2,3]=3",0,3,3,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_7,"2,0,8,[1,2,3,1,2,3,1,2,3]=3",0,3,3,
V1,Haynes_Magyar2022figure4,Haynes_Magyar2022figure4_7,"1,0,8,[1,2,3,1,2,3,1,2,3]=3",0,3,3,
